Reference;R;G;B;Opacity;cms;isMoT;NaN;R;0.25;G;0;B;0;Above;R;0;G;0;B;0;Below;R;0;G;0;B;0
0;0.75;0.7445487298198831;0.7075027094823872;1;1;true
0.10945156896905604;0.4275;0.4275;0.45;1;1;true
0.20501093832817818;0.23249999999999998;0.23249999999999998;0.25;1;1;true
0.20501173832817818;0.85;0.6233333333333333;0.51;1;1;true
0.2239010109558422;0.65;0.4116666666666667;0.2925;1;1;true
0.35343293754553823;0.35;0.21;0.13999999999999999;1;1;true
0.35343373754553825;1;1;0.6;1;1;true
0.43211666768060797;1;0.65;0.30000000000000004;1;1;true
0.4845729231553973;1;0.5;0;1;1;true
0.4845737231553973;0.95;0.5763333333333334;0.57;1;1;true
0.5625113964104835;0.85;0.34850000000000003;0.34;1;1;true
0.6014806622649617;0.55;0.17141666666666672;0.16500000000000004;1;1;true
0.6014814622649617;0.9183333333333331;0.57;0.95;1;1;true
0.6314700388191548;0.7156249999999997;0.33749999999999997;0.75;1;1;true
0.6614594153733471;0.45;0.18000000000000002;0.3825;1;1;true
0.66146;0.57;0.8866666666666665;0.95;1;1;true
0.7214381684817321;0.33749999999999997;0.33749999999999997;0.75;1;1;true
0.8;0.18000000000000002;0.18000000000000002;0.45;1;1;true